"gene" "pos"
"5237" "SLC25A3P1" 220
"5238" "LEXM" 226
"5239" "SPRR4" 532
"5240" "KANK4" 260
"5241" "SASS6" 431
"5242" "DCT" 9016
"5243" "SDE2" 856
"5244" "CNST" 946
"5245" "DCTN1" 1292
"5246" "FAM43B" 78
"5247" "AP1G1" 10057
"5248" "HFM1" 391
"5249" "PAQR7" 100
"5250" "DCX" 11986
"5251" "TTC24" 547
"5252" "CCDC185" 846
"5253" "UBL4B" 471
"5254" "DDB1" 7776
"5255" "WFDC13" 11187
"5256" "APCDD1L" 11245
"5257" "DDB2" 7742
"5258" "LRRN4" 11033
"5259" "CST13P" 11114
"5260" "TTLL9" 11126
"5261" "DDC" 5432
"5262" "AKR1C1" 6993
"5263" "AKR1C2" 6993
"5264" "CABP7" 11468
"5265" "TMPRSS6" 11501
"5266" "APOBEC3H" 11509
"5267" "WBP2NL" 11522
"5268" "GADD45A" 285
"5269" "DAW1" 1928
"5270" "LONRF2" 1370
"5271" "DDIT3" 8337
"5272" "AEBP1" 5404
"5273" "DDOST" 79
"5274" "CCDC138" 1407
"5275" "ADGRF3" 1074
"5276" "TEX44" 1944
"5277" "OXER1" 1149
"5278" "TOGARAM2" 1087
"5279" "DDT" 11444
"5280" "FAM171B" 1740
"5281" "C1QL2" 1440
"5282" "DDX1" 1025
"5283" "UBXN2A" 1064
"5284" "DDX3X" 11739
"5285" "DDX5" 10371
"5286" "CLEC4F" 1277
"5287" "DQX1" 1293
"5288" "DDX6" 8025
"5289" "PARP15" 2529
"5290" "SPTSSB" 2701
"5291" "DMXL1" 4209
"5292" "DNAJB8" 2555
"5293" "GPR156" 2519
"5294" "DHX8" 10285
"5295" "XIRP1" 2170
"5296" "RNF168" 2861
"5297" "TLE5" 10797
"5298" "DHX9" 663
"5299" "CHST13" 2546
"5300" "DDX10" 7979
"5301" "DDX11" 8236
"5302" "PRICKLE2" 2281
"5303" "KBTBD12" 2552
"5304" "SPATA5" 3401
"5305" "BBS12" 3400
"5306" "DHX15" 2972
"5307" "DECR1" 6240
"5308" "DCLK2" 3522
"5309" "ADGRA3" 2962
"5310" "TRIM60" 3590
"5311" "FREM3" 3493
"5312" "MMAA" 3501
"5313" "TIGD2" 3250
"5314" "RASSF6" 3180
"5315" "RBM46" 3543
"5316" "SGMS2" 3334
"5317" "MIER3" 3937
"5318" "CDC20B" 3929
"5319" "CRISP1" 4687
"5320" "UGT3A2" 3862
"5321" "TENT2" 4030
"5322" "DEFB1" 5885
"5323" "DCP2" 4181
"5324" "NIM1K" 3894
"5325" "DES" 1889
"5326" "LIX1" 4110
"5327" "ZNF366" 3998
"5328" "CFD" 10788
"5329" "FAM151B" 4034
"5330" "DFFA" 41
"5331" "PRSS35" 4821
"5332" "LCA5" 4803
"5333" "DFFB" 12
"5334" "TIMM8A" 11945
"5335" "OLIG3" 5063
"5336" "TXLNB" 5070
"5337" "DACT2" 5202
"5338" "C6orf118" 5189
"5339" "GALNTL5" 5825
"5340" "DDX53" 11657
"5341" "ZNF679" 5462
"5342" "RNF133" 5703
"5343" "CDC14C" 5425
"5344" "THAP5" 5638
"5345" "CCDC71L" 5629
"5346" "PKD1L1" 5420
"5347" "GIMAP7" 5819
"5348" "BHLHA15" 5596
"5349" "BMPER" 5359
"5350" "GSDME" 5319
"5351" "PER4" 5250
"5352" "ZNF800" 5724
"5353" "CNBD1" 6226
"5354" "COCH" 9156
"5355" "SLC30A8" 6363
"5356" "COL22A1" 6463
"5357" "SNX31" 6288
"5358" "TMEM64" 6243
"5359" "IDO2" 6026
"5360" "STKLD1" 6951
"5361" "KCNV2" 6502
"5362" "OLFML2A" 6914
"5363" "TMEM252" 6665
"5364" "QSOX2" 6964
"5365" "GLIS3" 6507
"5366" "ZNF883" 6860
"5367" "TENT5D" 11869
"5368" "SPIN3" 11796
"5369" "FAM47B" 11711
"5370" "SUPT20HL2" 11662
"5371" "TCEANC" 11615
"5372" "ZCCHC12" 12018
"5373" "ARX" 11665
"5374" "FAM170B" 7159
"5375" "TMEM273" 7159
"5376" "FUT11" 7267
"5377" "OIT3" 7264
"5378" "C10orf91" 7528
"5379" "PWWP2B" 7528
"5380" "LINC00858" 7313
"5381" "SSBP4" 10858
"5382" "CLEC4C" 8134
"5383" "ACTL10" 11133
"5384" "DHX36" 2670
"5385" "HTR3C" 2805
"5386" "GIMAP1" 5820
"5387" "GPHA2" 7792
"5388" "S100Z" 4018
"5389" "COMMD6" 8929
"5390" "NUDT10" 11778
"5391" "ADAMTS15" 8079
"5392" "ADAMTS16" 3728
"5393" "ADAMTS17" 9820
"5394" "ADAMTS18" 10080
"5395" "COX7B2" 3074
"5396" "GSX2" 3094
"5397" "KCNG3" 1148
"5398" "ZNF525" 10987
"5399" "ZNF431" 10868
"5400" "ZNF721" 2868
"5401" "ANKRD24" 10802
"5402" "ZNF384" 8130
"5403" "ADAMTS19" 4256
"5404" "ABHD11-AS1" 5494
"5405" "ASXL1" 11128
"5406" "SYNPO2" 3383
"5407" "SPACA4" 10967
"5408" "RHOV" 9562
"5409" "DSTNP2" 8131
"5410" "LOC171391" 7534
"5411" "ZNF675" 10877
"5412" "CLYBL" 9039
"5413" "FAM9A" 11592
"5414" "FAM9B" 11593
"5415" "FAM9C" 11612
"5416" "SPTSSA" 9172
"5417" "PTCRA" 4655
"5418" "POLR3H" 11520
"5419" "ABHD3" 10516
"5420" "DGUOK" 1290
"5421" "DHCR7" 7818
"5422" "DHCR24" 226
"5423" "DHFR" 4034
"5424" "AFG3L1P" 10138
"5425" "DHFRP3" 1331
"5426" "DHODH" 10058
"5427" "DHPS" 10834
"5428" "CYB5R3" 11524
"5429" "NQO1" 10052
"5430" "DIAPH1" 4310
"5431" "AFM" 3180
"5432" "DIAPH2" 11924
"5433" "DIO1" 222
"5434" "DIO2" 9377
"5435" "DIO3" 9476
"5436" "DKC1" 12163
"5437" "DLAT" 7994
"5438" "DLD" 5634
"5439" "DLG1" 2863
"5440" "AFP" 3180
"5441" "DLG2" 7870
"5442" "DLG3" 11833
"5443" "DLG4" 10168
"5444" "DLST" 9353
"5445" "DLX1" 1673
"5446" "DLX2" 1673
"5447" "DLX3" 10308
"5448" "DLX4" 10308
"5449" "DLX5" 5591
"5450" "AGA" 3647
"5451" "DLX6" 5591
"5452" "DMBT1" 7484
"5453" "DMD" 11693
"5454" "SARDH" 6952
"5455" "DMP1" 3243
"5456" "DNM1" 6930
"5457" "ACAN" 9769
"5458" "DMPK" 10956
"5459" "DMRT1" 6494
"5460" "DMWD" 10956
"5461" "DNA2" 7244
"5462" "DNAH5" 3767
"5463" "DNAH6" 1339
"5464" "DNAH8" 4636
"5465" "DNAH9" 10187
"5466" "DNASE1" 9844
"5467" "DNASE1L1" 12162
"5468" "DNASE1L2" 9838
"5469" "DNASE1L3" 2254
"5470" "DNASE2" 10835
"5471" "DYNC1H1" 9478
"5472" "AGL" 430
"5473" "DYNC1I1" 5585
"5474" "DYNC1I2" 1672
"5475" "DYNC1LI2" 10039
"5476" "DNM2" 10826
"5477" "DNMT1" 10824
"5478" "TRDMT1" 7048
"5479" "DNMT3A" 1070
"5480" "DNMT3B" 11129
"5481" "DNTT" 7365
"5482" "DOCK1" 7504
"5483" "DOCK2" 4438
"5484" "DOCK3" 2220
"5485" "DOK1" 1293
"5486" "DPAGT1" 8027
"5487" "ABAT" 9866
"5488" "DPEP1" 10137
"5489" "DPH1" 10146
"5490" "DPH2" 179
"5491" "DPP4" 1627
"5492" "DPP6" 5833
"5493" "DPT" 600
"5494" "DPYD" 417
"5495" "DPYS" 6305
"5496" "DPYSL2" 5965
"5497" "DPYSL3" 4337
"5498" "AGRP" 10043
"5499" "DR1" 400
"5500" "SLC26A3" 5634
"5501" "DRD1" 4465
"5502" "DRD2" 8001
"5503" "DRD3" 2491
"5504" "DRD4" 7533
"5505" "DRG2" 10213
"5506" "JAG1" 11055
"5507" "ARID3A" 10788
"5508" "DRP2" 11944
"5509" "ATN1" 8131
"5510" "DSC1" 10560
"5511" "DSC2" 10559
"5512" "DSC3" 10559
"5513" "DSCAM" 11391
"5514" "RCAN1" 11366
"5515" "DSG1" 10561
"5516" "DSG2" 10561
"5517" "AGT" 877
"5518" "DSG3" 10561
"5519" "TSC22D3" 11970
"5520" "DSP" 4519
"5521" "EPYC" 8489
"5522" "DSPP" 3243
"5523" "SLC26A2" 4348
"5524" "DTNA" 10575
"5525" "DTNB" 1070
"5526" "HBEGF" 4305
"5527" "DTX1" 8588
"5528" "DTYMK" 1990
"5529" "ECM2" 6771
"5530" "DUSP1" 4453
"5531" "DUSP2" 1355
"5532" "DUSP3" 10286
"5533" "DUSP4" 5978
"5534" "DUSP5" 7429
"5535" "DUSP6" 8482
"5536" "DUSP7" 2226
"5537" "AGTR1" 2644
"5538" "DUSP8" 7537
"5539" "DUSP9" 12160
"5540" "DUT" 9593
"5541" "DVL1" 2
"5542" "DVL2" 10168
"5543" "DVL3" 2805
"5544" "DYRK1A" 11379
"5545" "AGTR2" 12006
"5546" "TOR1A" 6936
"5547" "E2F1" 11133
"5548" "APLNR" 7758
"5549" "E2F2" 91
"5550" "E2F3" 4578
"5551" "E2F4" 10041
"5552" "E2F5" 6220
"5553" "E2F6" 1006
"5554" "E4F1" 9838
"5555" "EBF1" 4388
"5556" "GPR183" 9038
"5557" "ECE1" 81
"5558" "AGXT" 1987
"5559" "TYMP" 11560
"5560" "ECH1" 10930
"5561" "ECHS1" 7532
"5562" "ECM1" 521
"5563" "ECT2" 2754
"5564" "EDA" 11830
"5565" "ABCA1" 6823
"5566" "NR0B1" 11689
"5567" "S1PR1" 436
"5568" "LPAR1" 6851
"5569" "S1PR3" 6756
"5570" "EDN1" 4541
"5571" "EDN2" 167
"5572" "EDN3" 11249
"5573" "EDNRA" 3510
"5574" "AHCY" 11136
"5575" "EDNRB" 8940
"5576" "PHC1" 8137
"5577" "PHC2" 131
"5578" "EEF1A1" 4777
"5579" "PLAC4" 11397
"5580" "EEF1A2" 11269
"5581" "PGAM5" 8675
"5582" "B3GNT6" 7841
"5583" "HIGD2A" 4467
"5584" "KRT24" 10273
"5585" "CYS1" 1000
"5586" "AGO3" 143
"5587" "AGO4" 142
"5588" "SCAMP5" 9713
"5589" "EEF1B2" 1829
"5590" "EEF1D" 6486
"5591" "LINC00189" 11342
"5592" "EEF1G" 7781
"5593" "EEF2" 10801
"5594" "EIF2D" 769
"5595" "EFNA1" 541
"5596" "EFNA2" 10790
"5597" "EFNA3" 541
"5598" "EFNA4" 541
"5599" "EFNA5" 4156
"5600" "EFNB1" 11826
"5601" "EFNB2" 9072
"5602" "EFNB3" 10170
"5603" "EGF" 3344
"5604" "CELSR3" 2212
"5605" "CELSR2" 467
"5606" "MEGF6" 11
"5607" "MEGF8" 10944
"5608" "MEGF9" 6895
"5609" "EGFR" 5453
"5610" "EGR1" 4296
"5611" "SDR16C5" 6089
"5612" "PRXL2C" 6788
"5613" "ZNF367" 6787
"5614" "EGR2" 7219
"5615" "AHR" 5285
"5616" "EGR3" 5948
"5617" "EMX2OS" 7461
"5618" "PLPP4" 7475
"5619" "METTL15" 7654
"5620" "EGR4" 1288
"5621" "EHHADH" 2810
"5622" "MPZL3" 8023
"5623" "IMMP1L" 7670
"5624" "OR56B4" 7555
"5625" "KRT78" 8317
"5626" "RILPL2" 8634
"5627" "DNAH10" 8636
"5628" "AMN1" 8238
"5629" "EIF1AX" 11644
"5630" "DTX3" 8338
"5631" "METTL7B" 8329
"5632" "C12orf77" 8208
"5633" "ZFC3H1" 8400
"5634" "PLBD2" 8590
"5635" "FAM71C" 8528
"5636" "RMST" 8519
"5637" "CCER1" 8489
"5638" "EEF2KMT" 9850
"5639" "EIF2S1" 9319
"5640" "PIANP" 8130
"5641" "DCP1B" 8108
"5642" "ANO6" 8284
"5643" "ARID2" 8286
"5644" "METTL21C" 9054
"5645" "EEF1DP3" 8731
"5646" "EIF2B1" 8635
"5647" "VSTM4" 7158
"5648" "FAM24B" 7486
"5649" "EIF2S3" 11661
"5650" "LINC00638" 9490
"5651" "ADCY4" 9126
"5652" "EPHA2" 61
"5653" "LINC01599" 9242
"5654" "FAM227B" 9598
"5655" "DNM1P46" 9820
"5656" "CT62" 9696
"5657" "GRAMD2A" 9701
"5658" "AHSG" 2816
"5659" "MGC15885" 9658
"5660" "LCTL" 9675
"5661" "UBR1" 9571
"5662" "PATL2" 9577
"5663" "SNAI3-AS1" 10132
"5664" "LINC00311" 10118
"5665" "LDHD" 10071
"5666" "FCSK" 10053
"5667" "MLKL" 10069
"5668" "ZNF778" 10135
"5669" "ACSF3" 10134
"5670" "WDR90" 9831
"5671" "EME2" 9836
"5672" "NLRC3" 9843
"5673" "NSMCE1" 9931
"5674" "EIF4A2" 2817
"5675" "EIF4B" 8318
"5676" "EIF4E" 3294
"5677" "EIF4EBP1" 6018
"5678" "EIF4EBP2" 7253
"5679" "EIF4G1" 2806
"5680" "EIF4G2" 7575
"5681" "EIF5" 9484
"5682" "EIF5A" 10168
"5683" "LKAAEAR1" 11271
"5684" "CELA1" 8311
"5685" "ELANE" 10788
"5686" "SERPINB1" 4498
"5687" "DZIP1L" 2596
"5688" "TTC21A" 2169
"5689" "ELAVL2" 6597
"5690" "ELAVL1" 10816
"5691" "ELAVL3" 10829
"5692" "ELAVL4" 205
"5693" "MCEMP1" 10815
"5694" "ZNF627" 10830
"5695" "DAND5" 10835
"5696" "ELF1" 8773
"5697" "ZNF585A" 10923
"5698" "GGN" 10928
"5699" "CADM4" 10947
"5700" "THAP8" 10919
"5701" "U2AF1L4" 10917
"5702" "ZNF626" 10866
"5703" "NIBAN3" 10854
"5704" "ELF2" 3473
"5705" "ADM5" 10971
"5706" "LCE4A" 530
"5707" "ALG14" 407
"5708" "FAM76A" 108
"5709" "LINC00466" 264
"5710" "ELF3" 751
"5711" "FYB2" 235
"5712" "TMEM201" 37
"5713" "TMEM61" 227
"5714" "CYP4Z1" 192
"5715" "FAAP20" 5
"5716" "A2M" 8138
"5717" "ABCA2" 6967
"5718" "ELF4" 12065
"5719" "CDCP2" 223
"5720" "SLC5A9" 197
"5721" "CC2D1B" 215
"5722" "NUDT17" 516
"5723" "TXLNA" 126
"5724" "ELF5" 7683
"5725" "TCTEX1D1" 281
"5726" "PLD5" 928
"5727" "C1orf100" 936
"5728" "SPAG17" 507
"5729" "SLFNL1" 165
"5730" "KRTCAP2" 541
"5731" "CRTC2" 536
"5732" "TMEM51-AS1" 57
"5733" "ELK1" 11766
"5734" "IBA57" 865
"5735" "FAM209A" 11236
"5736" "LINC00656" 11112
"5737" "RNF215" 11471
"5738" "APOBEC3A" 11509
"5739" "APOBEC3F" 11509
"5740" "CFAP221" 1442
"5741" "ELK3" 8513
"5742" "VWA3B" 1360
"5743" "CREG2" 1375
"5744" "ALMS1P1" 1289
"5745" "TET3" 1291
"5746" "ELK4" 767
"5747" "GKN2" 1268
"5748" "TEX37" 1350
"5749" "ANKRD23" 1358
"5750" "APLF" 1266
"5751" "PIKFYVE" 1838
"5752" "ELN" 5495
"5753" "KRTCAP3" 1080
"5754" "FAM237A" 1831
"5755" "TMEM17" 1239
"5756" "SPRED2" 1252
"5757" "TIGD1" 1949
"5758" "LOC200772" 1987
"5759" "C3orf67" 2256
"5760" "KCTD6" 2255
"5761" "LIPH" 2811
"5762" "ARL13B" 2399
"5763" "DHFR2" 2399
"5764" "EML1" 9467
"5765" "HTR3D" 2805
"5766" "RPL22L1" 2745
"5767" "SLC51A" 2860
"5768" "FBXO45" 2861
"5769" "KLHDC8B" 2214
"5770" "MUC20" 2858
"5771" "GABRR3" 2417
"5772" "EMD" 12162
"5773" "MARK2" 7787
"5774" "CEP112" 10374
"5775" "DHRS7C" 10179
"5776" "CENPV" 10207
"5777" "FLCN" 10209
"5778" "PLD6" 10209
"5779" "ZNF385C" 10279
"5780" "SAMD14" 10309
"5781" "EMP1" 8154
"5782" "LYRM9" 10225
"5783" "SLC16A13" 10167
"5784" "SPEM2" 10169
"5785" "CENPX" 10445
"5786" "LRRC45" 10445
"5787" "SLC39A11" 10406
"5788" "TRIM65" 10420
"5789" "UNC13D" 10420
"5790" "RDM1" 10258
"5791" "EMP2" 9875
"5792" "SPNS3" 10156
"5793" "EMP3" 10966
"5794" "FBXO15" 10758
"5795" "RAB12" 10489
"5796" "DLGAP1-AS3" 10468
"5797" "ADGRE1" 10813
"5798" "ZBTB7C" 10638
"5799" "ZNF584" 11006
"5800" "ZSCAN4" 11003
"5801" "HACD2" 2533
"5802" "STT3B" 2135
"5803" "EMX1" 1286
"5804" "LINC00870" 2318
"5805" "DNAH12" 2250
"5806" "PDE12" 2251
"5807" "DENND6A" 2251
"5808" "TIGIT" 2491
"5809" "AADACP1" 2658
"5810" "CTTN" 7814
"5811" "C4orf46" 3561
"5812" "SLC10A4" 3082
"5813" "TIGD4" 3534
"5814" "TMEM154" 3533
"5815" "EMX2" 7461
"5816" "SMIM14" 3042
"5817" "EN1" 1439
"5818" "TMEM192" 3590
"5819" "RWDD4" 3675
"5820" "PRIMPOL" 3680
"5821" "CRYBG1" 4923
"5822" "EN2" 5839
"5823" "TAPT1" 2934
"5824" "TAPT1-AS1" 2934
"5825" "SPATA24" 4300
"5826" "DNAJC18" 4300
"5827" "ENDOG" 6932
"5828" "RANBP3L" 3863
"5829" "LOC202181" 4472
"5830" "ENG" 6928
"5831" "CCDC125" 3993
"5832" "LINC01554" 4104
"5833" "ENO1" 34
"5834" "GAPT" 3944
"5835" "CMYA5" 4030
"5836" "STK32A" 4336
"5837" "OSTCP1" 5160
"5838" "TCTE1" 4661
"5839" "KHDRBS2" 4723
"5840" "ENO2" 8131
"5841" "ENO3" 10158
"5842" "PAXIP1-AS1" 5837
"5843" "ENPEP" 3346
"5844" "C7orf33" 5814
"5845" "ENSA" 521
"5846" "TMEM184A" 5217
"5847" "AK1" 6928
"5848" "SLC29A1" 4661
"5849" "ADCK5" 6488
"5850" "TSNARE1" 6479
"5851" "R3HCC1" 5951
"5852" "PRSS55" 5895
"5853" "C8orf74" 5896
"5854" "HTRA4" 6022
"5855" "ADAM32" 6023
"5856" "ERICH5" 6277
"5857" "LGI3" 5945
"5858" "TMEM268" 6867
"5859" "C9orf72" 6615
"5860" "CCDC171" 6561
"5861" "NAIF1" 6929
"5862" "FAM219A" 6645
"5863" "CCDC107" 6651
"5864" "ANKS6" 6795
"5865" "EP300" 11518
"5866" "SUSD3" 6773
"5867" "EPAS1" 1165
"5868" "CT83" 12008
"5869" "SLC25A43" 12020
"5870" "RTL3" 11861
"5871" "NRK" 11962
"5872" "EPB41" 112
"5873" "INTS6L" 12089
"5874" "ZNF449" 12088
"5875" "VMA21" 12152
"5876" "TMEM31" 11953
"5877" "PAGE2" 11789
"5878" "EPB41L1" 11144
"5879" "EPB41L2" 5032
"5880" "EPB42" 9572
"5881" "ANO5" 7627
"5882" "DMTN" 5945
"5883" "AK2" 129
"5884" "STOM" 6899
"5885" "RPSAP52" 8374
"5886" "EPHA1" 5794
"5887" "EPHA3" 2394
"5888" "CERS3" 9822
"5889" "EPHA4" 1898
"5890" "EPHA5" 3144
"5891" "EPHA7" 4865
"5892" "EPHA8" 87
"5893" "EPHB1" 2581
"5894" "EPHB2" 88
"5895" "NLRP11" 10995
"5896" "HIPK1" 488
"5897" "EPHB3" 2807
"5898" "SLC44A5" 319
"5899" "AK4" 273
"5900" "EPHB4" 5606
"5901" "EPHB6" 5792
"5902" "AMER3" 1490
"5903" "EPHX1" 855
"5904" "EPHX2" 5970
"5905" "C2orf69" 1801
"5906" "STX2" 8668
"5907" "DIPK2A" 2622
"5908" "CLN8" 5862
"5909" "SENP5" 2862
"5910" "EPO" 5606
"5911" "EPOR" 10829
"5912" "USF3" 2489
"5913" "EPRS1" 831
"5914" "TRIML2" 3696
"5915" "EPS8" 8166
"5916" "EPS15" 211
"5917" "NR2F6" 10853
"5918" "LVRN" 4195
"5919" "SLC36A1" 4355
"5920" "ERBB2" 10269
"5921" "C6orf163" 4838
"5922" "PIP5K1P1" 4521
"5923" "ERBB3" 8331
"5924" "ERBB4" 1852
"5925" "ERCC1" 10954
"5926" "ERCC2" 10954
"5927" "EREG" 3184
"5928" "AKT1" 9490
"5929" "EYA4" 5043
"5930" "ERCC3" 1478
"5931" "SFTA1P" 7020
"5932" "ERCC4" 9890
"5933" "ERCC5" 9054
"5934" "ERCC6" 7160
"5935" "ERF" 10944
"5936" "ERG" 11384
"5937" "ERH" 9328
"5938" "AKT2" 10936
"5939" "ERN1" 10369
"5940" "FBL" 10934
"5941" "ESD" 8799
"5942" "ESR1" 5127
"5943" "ABCA3" 9838
"5944" "ALAD" 6862
"5945" "ESR2" 9305
"5946" "ESRRA" 7789
"5947" "ESRRB" 9359
"5948" "ESRRG" 815
"5949" "ETF1" 4297
"5950" "ETFA" 9718
"5951" "ETFB" 10978
"5952" "ALAS1" 2227
"5953" "ETFDH" 3561
"5954" "ETS1" 8070
"5955" "ETS2" 11386
"5956" "ETV1" 5269
"5957" "ETV2" 10917
"5958" "ETV3" 549
"5959" "ETV4" 10285
"5960" "ETV5" 2814
"5961" "ALAS2" 11789
"5962" "ETV6" 8147
"5963" "EVC" 2890
"5964" "MECOM" 2737
"5965" "EVI2A" 10238
"5966" "EVI2B" 10238
"5967" "EVPL" 10420
"5968" "EVX1" 5330
"5969" "ALB" 3180
"5970" "EWSR1" 11466
"5971" "EXT1" 6367
"5972" "EXT2" 7727
"5973" "EXTL1" 100
"5974" "EXTL2" 434
"5975" "EXTL3" 5975
"5976" "EYA1" 6156
"5977" "EYA2" 11193
"5978" "ALCAM" 2451
"5979" "EYA3" 109
"5980" "EZH1" 10282
"5981" "EZH2" 5815
"5982" "F2" 7739
"5983" "F2R" 4017
"5984" "ABCD1" 12160
"5985" "F2RL1" 4018
"5986" "F2RL2" 4017
"5987" "F3" 405
"5988" "F5" 603
"5989" "F7" 9101
"5990" "F8" 12163
"5991" "F9" 12105
"5992" "F10" 9101
"5993" "ALDH1A1" 6684
"5994" "F11" 3687
"5995" "F12" 4471
"5996" "F13A1" 4513
"5997" "F13B" 729
"5998" "FAAH" 189
"5999" "FABP4" 6203
"6000" "FABP1" 1349
"6001" "FABP2" 3385
"6002" "ALDH2" 8583
"6003" "FABP3" 123
"6004" "FABP5" 6202
"6005" "FABP6" 4395
"6006" "FABP7" 4995
"6007" "FANCA" 10137
"6008" "FANCC" 6781
"6009" "FANCD2" 2037
"6010" "FANCE" 4621
"6011" "ALDH3A1" 10215
"6012" "ACSL1" 3680
"6013" "ACSL3" 1905
"6014" "ACSL4" 11978
"6015" "FAH" 9736
"6016" "PTK2B" 5969
"6017" "BPTF" 10384
"6018" "FANCB" 11620
"6019" "FANCF" 7629
"6020" "FANCG" 6648
"6021" "ALDH1B1" 6663
"6022" "FAP" 1628
"6023" "FBLN1" 11537
"6024" "SAMD9L" 5573
"6025" "AMER2" 8701
"6026" "ATAD3C" 2
"6027" "FARSA" 10835
"6028" "USP12" 8710
"6029" "PLAC9" 7295
"6030" "FASN" 10446
"6031" "MTIF3" 8711
"6032" "GSX1" 8713
"6033" "OR4C16" 7751
"6034" "OR4C11" 7751
"6035" "OR4S2" 7751
"6036" "OR4C6" 7752
"6037" "OR5D14" 7752
"6038" "OR5L1" 7752
"6039" "OR5D18" 7752
"6040" "OR7E5P" 7753
"6041" "OR5AS1" 7753
"6042" "OR8K5" 7754
"6043" "OR5T2" 7754
"6044" "OR8H1" 7754
"6045" "OR8K3" 7754
"6046" "OR8J1" 7755
"6047" "OR5R1" 7755
"6048" "OR5M3" 7755
"6049" "OR5M8" 7755
"6050" "OR5M11" 7755
"6051" "OR5AR1" 7756
"6052" "FAT1" 3689
"6053" "OR5AK4P" 7758
"6054" "LRRC55" 7758
"6055" "SMTNL1" 7760
"6056" "YPEL4" 7760
"6057" "MED19" 7761
"6058" "TEX47" 5554
"6059" "ZNF804B" 5554
"6060" "FAT2" 4355
"6061" "CABCOCO1" 7213
"6062" "TMEM26" 7212
"6063" "ZCCHC24" 7293
"6064" "ENKUR" 7082
"6065" "ARMC3" 7072
"6066" "UNC5B" 7256
"6067" "FAU" 7792
"6068" "PROSER2-AS1" 7025
"6069" "STOX1" 7246
"6070" "FAM241B" 7249
"6071" "TYSND1" 7251
"6072" "ZNF25" 7138
"6073" "GJD4" 7129
"6074" "CCNY" 7127
"6075" "RTKN2" 7216
"6076" "TBATA" 7254
"6077" "C11orf45" 8072
"6078" "HYLS1" 8058
"6079" "TMEM218" 8054
"6080" "SLC37A2" 8054
"6081" "OR8B12" 8052
"6082" "OR10G8" 8049
"6083" "OR10G9" 8049
"6084" "OR10S1" 8049
"6085" "OR6T1" 8049
"6086" "OR4D5" 8049
"6087" "TBCEL" 8036
"6088" "FBLN2" 2053
"6089" "TLCD5" 8032
"6090" "MRPL21" 7807
"6091" "TPCN2" 7807
"6092" "SPATA19" 8095
"6093" "OR6Q1" 7762
"6094" "OR9I1" 7762
"6095" "OR9Q1" 7762
"6096" "OR9Q2" 7763
"6097" "OR1S2" 7763
"6098" "OR1S1" 7763
"6099" "OR10Q1" 7763
"6100" "OR5B17" 7763
"6101" "OR5B21" 7764
"6102" "GLYATL2" 7766
"6103" "MPEG1" 7767
"6104" "OR5A2" 7768
"6105" "OR5A1" 7768
"6106" "OR4D6" 7768
"6107" "OR4D11" 7768
"6108" "PATL1" 7769
"6109" "OOSP2" 7771
"6110" "MS4A15" 7774
"6111" "ABCB7" 11848
"6112" "ALDH1A3" 9825
"6113" "FBN1" 9593
"6114" "VWCE" 7776
"6115" "CYB561A3" 7776
"6116" "PPP1R32" 7777
"6117" "GDPD4" 7842
"6118" "DDIAS" 7868
"6119" "CCDC83" 7881
"6120" "LTO1" 7810
"6121" "SHANK2-AS3" 7816
"6122" "LRTOMT" 7819
"6123" "ERICH6B" 8794
"6124" "CBY2" 8795
"6125" "FBN2" 4251
"6126" "DLEU7" 8817
"6127" "FAM124A" 8819
"6128" "SKA1" 10649
"6129" "CFAP53" 10648
"6130" "DOK6" 10736
"6131" "EFEMP1" 1209
"6132" "ATOH7" 7243
"6133" "OTUD1" 7075
"6134" "HEPACAM" 8053
"6135" "FBP1" 6779
"6136" "OAF" 8032
"6137" "TIGD3" 7793
"6138" "FAM181B" 7867
"6139" "CCDC89" 7880
"6140" "CTAGE10P" 8813
"6141" "RNF152" 10700
"6142" "FCER1A" 559
"6143" "MS4A2" 7771
"6144" "FCER1G" 567
"6145" "LOC220729" 2865
"6146" "FCER2" 10815
"6147" "FABP5P3" 5827
"6148" "WAC-AS1" 7097
"6149" "ZNF438" 7107
"6150" "ZEB1-AS1" 7110
"6151" "SLC16A9" 7204
"6152" "FAM13C" 7202
"6153" "MARCHF8" 7153
"6154" "C10orf25" 7151
"6155" "TMEM72-AS1" 7150
"6156" "HNRNPA3" 1697
"6157" "ZNF485" 7144
"6158" "RASGEF1A" 7143
"6159" "REEP3" 7222
"6160" "JMJD1C" 7220
"6161" "UCMA" 7031
"6162" "RPP38-DT" 7039
"6163" "FAM171A1" 7039
"6164" "NSUN6" 7053
"6165" "ARL5B" 7053
"6166" "LRRN4CL" 7782
"6167" "HNRNPUL2" 7782
"6168" "ALKBH3" 7726
"6169" "LINC02685" 7731
"6170" "EEF1AKMT1" 8682
"6171" "SKA3" 8683
"6172" "MICU2" 8685
"6173" "SPATA13" 8696
"6174" "CPNE2" 9995
"6175" "ADGRG5" 9997
"6176" "PRSS54" 10000
"6177" "FCGR2A" 568
"6178" "CES5A" 9989
"6179" "LINC00305" 10711
"6180" "CCDC162P" 4934
"6181" "AK9" 4935
"6182" "NT5DC1" 4965
"6183" "CALHM4" 4967
"6184" "ZUP1" 4967
"6185" "FAM162B" 4968
